Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
24c86b6e-7e7e-a24d-f0b8-dd329946043b,1969-05-31,2016-12-20,999-19-3027,S99961321,X57199910X,Mr.,Shon148,Dion244,Senger904,,,D,white,nonhispanic,M,Springfield  Massachusetts  US,152 Abernathy Gate,Peabody,Massachusetts,Essex County,25009,01960,42.49353426465222,-70.99189959469358,345457.18,632516.32,55451
072cf2a0-0186-ca37-39fd-f82ff5daf4ee,1956-12-13,,999-28-6891,S99941873,X55714866X,Mr.,Lyle846,,Herman763,,,M,white,nonhispanic,M,Nantucket  Massachusetts  US,1076 Jerde Mews,Fairhaven,Massachusetts,Bristol County,,00000,41.5931547128417,-70.83091531904128,379450.60,134148.44,37497
9f44ac3c-f936-3d01-e81b-3ff215d19cae,1969-05-31,,999-68-7185,S99915989,X12868963X,Mr.,Anderson154,Erich201,Senger904,,,S,white,nonhispanic,M,Franklin  Massachusetts  US,338 Towne Knoll,Peabody,Massachusetts,Essex County,25009,01940,42.57765666485431,-70.93503341610298,55351.75,70579.70,55451
daa30fa2-0060-d3a4-6879-f290faaeca64,1970-06-02,,999-80-7448,S99955309,X17439396X,Mrs.,Shawnna218,,Gusikowski974,,Monahan736,M,white,nonhispanic,F,New Bedford  Massachusetts  US,893 Boyer Esplanade Suite 21,Pembroke,Massachusetts,Plymouth County,,00000,42.06531718874937,-70.80584336717187,275368.61,186913.66,187022
89eded81-4a51-f304-ee16-58c137114a71,1957-02-17,,999-51-4816,S99929172,X52115234X,Mr.,Antione404,Rhett759,Haag279,,,D,white,nonhispanic,M,Brockton  Massachusetts  US,574 Kirlin Corner Suite 56,Fall River,Massachusetts,Bristol County,25005,02723,41.720414046855446,-71.05497667505271,636330.88,978751.70,54016
b45d91ac-99ab-090a-df65-e60585ff87b3,2023-04-09,,999-68-6404,,,,Carlene772,Serita370,O'Kon634,,,,asian,nonhispanic,F,Haverhill  Massachusetts  US,483 Quigley Bypass,Springfield,Massachusetts,Hampden County,25013,01104,42.17568088168914,-72.60059080431238,500.00,8216.52,16726
57e74565-e24b-36f8-35cf-e214efa5b812,1961-02-01,,999-65-8529,S99962354,X31119229X,Mrs.,Allene83,,O'Conner199,JD,Becker968,D,white,nonhispanic,F,Kingston  Massachusetts  US,608 Rohan Spur,Braintree,Massachusetts,Norfolk County,25021,02184,42.170351450903844,-71.00576063800244,251619.33,850406.40,602856
37d7cc21-21ef-22bc-9f01-38a3eb542f3d,1952-06-02,,999-82-8980,S99938041,X27337442X,Mr.,Junior695,Russell422,Simonis280,,,S,white,nonhispanic,M,Everett  Massachusetts  US,179 Hettinger Underpass Unit 82,Easton,Massachusetts,Bristol County,,00000,41.995385681968614,-71.09769615209068,41475.08,391773.08,915172
be5e30bc-bb23-5efe-9fcc-5a54556954c4,1932-09-19,2023-06-11,999-71-9802,S99968599,X40813893X,Mrs.,Carola944,Jackie93,Gibson10,,Keeling57,M,white,nonhispanic,F,Cambridge  Massachusetts  US,700 Runolfsson Dale Suite 38,Eastham,Massachusetts,Barnstable County,,00000,41.80528126591387,-69.94592629983795,843383.09,756574.30,52413
396f5810-7c15-9dc4-13f0-07e55afa7514,1997-10-05,,999-97-4395,S99961249,X83422848X,Mrs.,Jone716,Suzann567,Dickens475,,Jast432,M,black,nonhispanic,F,Cambridge  Massachusetts  US,338 Zemlak Village,Boston,Massachusetts,Suffolk County,25025,02210,42.363104947124576,-71.03149827630449,20763.54,411658.15,14767
6759c175-183f-ac82-c4ea-89d73431f17e,1922-09-09,1993-01-16,999-23-4315,S99995827,X57642127X,Mrs.,Elmer371,,Pollich983,,Hintz995,M,white,nonhispanic,F,West Wareham  Massachusetts  US,998 Bahringer Manor Unit 53,Plymouth,Massachusetts,Plymouth County,25023,02360,41.914602126114936,-70.64994288126037,16907.81,1100639.81,5372
3296a18e-14e7-d310-217e-92e0c80d5cd5,1987-01-23,,999-88-3946,S99992067,X8005259X,Mrs.,Sherly665,Arlene209,Greenfelder433,,D'Amore443,M,white,nonhispanic,F,Falmouth  Massachusetts  US,484 Mills Heights Unit 39,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.9933614272333,-70.94521273981431,327223.30,279332.42,68469
be2cd7b7-6d1b-b446-deb4-7b850d845064,1932-09-19,2010-10-03,999-87-4058,S99937071,X52437357X,Ms.,Eilene124,Gabriele201,Farrell962,,,S,white,nonhispanic,F,Braintree  Massachusetts  US,330 Ward Estate,Eastham,Massachusetts,Barnstable County,,00000,41.88201364529301,-70.03132208025231,637035.44,465202.67,52413
08cc9caf-641e-ccbc-6426-51afe8152abe,1922-09-09,1979-12-25,999-73-3250,S99946927,X27571761X,Mrs.,Zoraida650,Jerrica452,Gislason620,,Powlowski563,M,white,nonhispanic,F,Webster  Massachusetts  US,1014 Boehm Spur,Plymouth,Massachusetts,Plymouth County,25023,02360,41.862552391359,-70.59598957351973,21081.42,1040700.08,5372
378840c3-6659-93be-e03b-56fb31f84281,1932-09-19,,999-95-4430,S99999315,X40122986X,Mrs.,Yu876,Flor713,Krajcik437,,Bailey598,D,white,nonhispanic,F,Pepperell  Massachusetts  US,223 Jacobs Rue,Eastham,Massachusetts,Barnstable County,,00000,41.82880634535085,-69.97368228457665,649700.73,251413.23,52413
e07a1bf1-f5b8-2894-c2db-02270a507bc0,1982-05-13,,999-22-2200,S99937790,X33108808X,Mr.,Santiago500,Jamaal34,Crist667,,,M,white,nonhispanic,M,Falmouth  Massachusetts  US,369 Schmeler Vale Suite 67,New Bedford,Massachusetts,Bristol County,25005,02744,41.65574683519538,-70.90725198113797,98464.66,61931.37,30460
eb688301-18a0-59a1-33b1-b764c0e66f09,1969-07-15,2020-07-28,999-27-2708,S99987598,X84117677X,Mr.,Raleigh478,Florentino8,Barton704,,,S,white,nonhispanic,M,Westford  Massachusetts  US,156 Abernathy Stravenue,Kingston,Massachusetts,Plymouth County,25023,02364,41.96032877513387,-70.73780332605064,151413.48,1378431.33,93879
ebf2935f-78c8-1f77-69bc-d89374938f0b,2016-12-03,,999-60-8194,,,,Jacquelin132,Cristina921,Prosacco716,,,,white,nonhispanic,F,Everett  Massachusetts  US,979 Zieme Loaf,South Hadley,Massachusetts,Hampshire County,,00000,42.28945033868536,-72.58147855245397,33034.08,284.96,70890
924e346f-706a-3cf6-111c-d13391ce3d38,1973-07-27,,999-52-2766,S99912788,X49991920X,Mrs.,Jacelyn576,Libby988,Bergstrom287,,Brekke496,M,white,nonhispanic,F,Paxton  Massachusetts  US,822 Hansen Rue Unit 61,Foxborough,Massachusetts,Norfolk County,25021,02035,42.07580447340406,-71.26607044096394,307394.06,11406.99,43070
95970865-72bc-9785-180b-3a8157358c95,1969-07-15,,999-80-4731,S99937571,X21196062X,Mr.,Esteban536,Eugene421,Eichmann909,,,M,white,nonhispanic,M,Westfield  Massachusetts  US,680 Anderson Mews,Kingston,Massachusetts,Plymouth County,25023,02364,42.014980203492776,-70.74859914132098,317445.90,135658.27,93879
c0c44cc8-bd1c-d09e-50e0-51dc08f804aa,1939-10-24,,999-23-2908,S99935708,X72126956X,Mr.,Gustavo235,Antione404,Schulist381,,,S,white,nonhispanic,M,Lawrence  Massachusetts  US,703 Becker Extension,Somerville,Massachusetts,Middlesex County,25017,02138,42.394742405208284,-71.13041606163038,246049.79,137513.81,90767
bffaab89-16ef-b736-14c2-255ffe3e3887,1976-03-31,,999-51-7090,S99923838,X60121156X,Mrs.,Jocelyn538,,Bosco882,,Tromp100,M,white,nonhispanic,F,Cambridge  Massachusetts  US,622 Wisoky Spur,Belmont,Massachusetts,Middlesex County,25017,02138,42.43816591155297,-71.21641152274842,326852.29,706028.12,155352
13364c3e-6059-6ce6-729b-514864eb419b,1947-02-18,,999-23-9746,S99991243,X23219112X,Mrs.,Ossie995,Yelena240,Donnelly343,,West559,M,white,nonhispanic,F,Uxbridge  Massachusetts  US,644 Bashirian Terrace,Great Barrington,Massachusetts,Berkshire County,25003,01230,42.24476395422347,-73.2973393003374,160560.01,552250.69,23554
af3703ed-104a-f527-22f0-48313fea6f88,1951-09-26,,999-36-7948,S99979398,X46235903X,Ms.,Georgine810,Allen322,Boyle917,,,S,white,hispanic,F,Wakefield  Massachusetts  US,344 Gusikowski Corner Suite 65,Lawrence,Massachusetts,Essex County,25009,01840,42.682435791116006,-71.15132609825265,47461.87,1558478.96,13780
11fb6b9d-609d-25c1-1859-a5af1c48da45,1945-01-23,,999-35-9510,S99969805,X3255353X,Mrs.,Gerda633,,Williamson769,,Schmeler639,D,white,nonhispanic,F,Boston  Massachusetts  US,136 Kshlerin Dale,West Bridgewater,Massachusetts,Plymouth County,,00000,42.021526652707735,-71.01415952822424,297619.38,846275.84,567235
69e0dfc5-69cc-246f-e264-f84fe2501539,1974-04-25,,999-42-9179,S99937013,X16438291X,Mr.,Rodney21,Marvin195,Mann644,,,S,asian,nonhispanic,M,Beijing  Beijing Municipality  CN,307 Bradtke Union Unit 76,West Springfield,Massachusetts,Hampden County,25013,01089,42.08501884654584,-72.69209405873306,123875.54,199510.08,29432
cb6e2449-03c1-0006-07c4-af4d83e0fa4a,2001-04-18,,999-38-6272,S99946254,X78781169X,Mr.,Raymon366,,Bernhard322,,,,white,nonhispanic,M,Arlington  Massachusetts  US,972 Weber Parade Unit 36,Framingham,Massachusetts,Middlesex County,25017,01701,42.30033383369369,-71.47382488173912,4706.65,56434.58,4386
c5c2aa67-b9d5-c55b-07b3-14f6349f3c3e,2019-02-28,,999-84-9291,,,,Dorothy355,Adelia946,Zulauf375,,,,white,nonhispanic,F,West Bridgewater  Massachusetts  US,772 Toy Lane,Wilmington,Massachusetts,Middlesex County,25017,01887,42.60834527887384,-71.11729521713401,26068.26,8071.73,93230
12d3b80b-03b0-ad49-1469-f4950e13357a,1975-10-08,,999-98-9606,S99995064,X21984379X,Mr.,Emmanuel930,Will178,Morar593,MD,,S,white,nonhispanic,M,Worcester  Massachusetts  US,105 Waelchi Rue Unit 27,Scituate,Massachusetts,Plymouth County,25023,02066,42.23382168149835,-70.7633551658271,105250.80,5770.79,95112
755f0482-ef05-d0c5-3880-6867309648ae,1987-07-19,,999-92-5505,S99998848,X22437682X,Mrs.,Philomena945,,Stanton715,,Veum823,M,white,nonhispanic,F,New Bedford  Massachusetts  US,394 Ferry Dale Unit 98,Waltham,Massachusetts,Middlesex County,25017,02453,42.390063349266406,-71.16658054379384,223417.90,583022.79,171862
872b9c3e-0eae-6af0-45a3-efa477759337,2009-08-17,,999-39-4026,S99944548,,,Elsy53,Gisele901,Renner328,,,,white,nonhispanic,F,Ludlow  Massachusetts  US,171 Powlowski Hollow Apt 80,Waltham,Massachusetts,Middlesex County,25017,02452,42.34064103687671,-71.15551135225351,3239.12,52786.24,23864
02bfaacd-a829-fab9-1e7d-7d0fc44b1b69,2015-01-23,,999-78-6572,,,,Juana825,,Manzanares924,,,,white,hispanic,F,Puebla  Puebla  MX,535 Waters Annex Apt 91,New Bedford,Massachusetts,Bristol County,25005,02745,41.73123020429012,-70.8810873869708,2296.12,26771.23,1583
a2c86028-2d9e-a4b7-8fc8-8c46d9de48c2,1961-03-16,,999-55-6837,S99981700,X48177253X,Mr.,Jacinto644,Virgil85,Zemlak964,,,M,white,nonhispanic,M,Georgetown  Massachusetts  US,1010 Toy Route Apt 71,Marion,Massachusetts,Plymouth County,,00000,41.73111788199358,-70.78340093234318,197138.98,108572.09,66229
b7672a45-fe62-d8e3-9721-809e3ede1700,1922-09-09,,999-91-1291,S99944180,X35482474X,Ms.,Afton574,,Casper496,,,S,white,nonhispanic,F,Pinehurst  Massachusetts  US,183 Hagenes Stravenue Suite 78,Plymouth,Massachusetts,Plymouth County,25023,02360,41.918324450737565,-70.58008445181892,135824.63,2588731.22,5372
